0	4.940656e-324	0	0	0.000000e+000
1	7.409204e+000	1	0	7.409204e+000
5	4.196928e+000	2	1	4.196928e+000
12	3.911042e+000	4	2	3.911042e+000
21	3.626852e+000	6	3	3.626852e+000
30	3.367773e+000	8	4	3.367773e+000
41	3.132400e+000	10	5	3.132400e+000
52	2.916335e+000	12	6	2.916335e+000
63	2.717297e+000	14	7	2.717297e+000
74	2.533133e+000	16	8	2.533133e+000
85	2.362277e+000	18	9	2.362277e+000
96	2.202566e+000	20	10	2.202566e+000
107	2.053389e+000	22	11	2.053389e+000
118	1.913288e+000	24	12	1.913288e+000
129	1.780700e+000	26	13	1.780700e+000
142	1.656984e+000	28	14	1.656984e+000
155	1.539524e+000	30	15	1.539524e+000
168	1.423453e+000	32	16	1.423453e+000
183	1.316612e+000	34	17	1.316612e+000
198	1.208510e+000	36	18	1.208510e+000
213	1.097718e+000	38	19	1.097718e+000
228	9.822656e-001	40	20	9.822656e-001
243	8.591547e-001	42	21	8.591547e-001
258	7.231515e-001	44	22	7.231515e-001
273	5.615276e-001	46	23	5.615276e-001
287	3.226207e-001	47	24	3.226207e-001
291	3.986553e-002	48	25	3.986553e-002
297	1.236650e-002	49	26	1.236650e-002
311	1.358520e-003	50	27	1.358520e-003
317	7.377729e-005	51	28	7.377729e-005
337	5.924973e-008	52	29	5.924973e-008
357	6.820120e-013	53	30	6.820120e-013
357	6.820120e-013	53	30	6.820120e-013
