ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"04.12.2007"
Time :	"16:33:30"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	     139.99800
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     762.71674
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  3.61720E-001
  2.50000E-004	  4.57167E-001
  3.75000E-004	  4.57220E-001
  5.00000E-004	  4.57881E-001
  6.25000E-004	  4.58055E-001
  7.50000E-004	  4.57459E-001
  8.75000E-004	  4.57828E-001
  1.00000E-003	  4.59120E-001
  1.12500E-003	  4.58040E-001
  1.25000E-003	  4.57508E-001
  1.37500E-003	  4.58622E-001
  1.50000E-003	  4.57585E-001
  1.62500E-003	  4.57548E-001
  1.75000E-003	  4.56992E-001
  1.87500E-003	  4.57012E-001
  2.00000E-003	  4.56482E-001
  2.25000E-003	  4.55883E-001
  2.50000E-003	  4.54935E-001
  2.75000E-003	  4.54414E-001
  3.00000E-003	  4.54609E-001
  3.25000E-003	  4.54358E-001
  3.50000E-003	  4.54570E-001
  3.75000E-003	  4.54395E-001
  4.00000E-003	  4.54212E-001
  4.50000E-003	  4.53577E-001
  5.00000E-003	  4.52423E-001
  5.50000E-003	  4.51488E-001
  6.00000E-003	  4.51039E-001
  6.50000E-003	  4.50600E-001
  7.00000E-003	  4.49981E-001
  7.50000E-003	  4.49870E-001
  8.00000E-003	  4.49284E-001
  9.00000E-003	  4.47670E-001
  1.00000E-002	  4.46581E-001
  1.10000E-002	  4.45499E-001
  1.20000E-002	  4.44330E-001
  1.30000E-002	  4.42965E-001
  1.40000E-002	  4.41541E-001
  1.50000E-002	  4.40579E-001
  1.60000E-002	  4.39163E-001
  1.80000E-002	  4.37060E-001
  2.00000E-002	  4.34543E-001
  2.20000E-002	  4.32070E-001
  2.40000E-002	  4.29833E-001
  2.60000E-002	  4.27505E-001
  2.80000E-002	  4.25131E-001
  3.00000E-002	  4.22848E-001
  3.20000E-002	  4.20604E-001
  3.60000E-002	  4.16080E-001
