ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"21.05.2007"
Time :	"17:41:17"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     293.49621
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00100
Duration [s]    :	        90
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     317.91965
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  7.48916E-001
  2.50000E-004	  8.61937E-001
  3.75000E-004	  8.57654E-001
  5.00000E-004	  8.54994E-001
  6.25000E-004	  8.50392E-001
  7.50000E-004	  8.46594E-001
  8.75000E-004	  8.43232E-001
  1.00000E-003	  8.37910E-001
  1.12500E-003	  8.32737E-001
  1.25000E-003	  8.29817E-001
  1.37500E-003	  8.25429E-001
  1.50000E-003	  8.20219E-001
  1.62500E-003	  8.16627E-001
  1.75000E-003	  8.11457E-001
  1.87500E-003	  8.07980E-001
  2.00000E-003	  8.04414E-001
  2.25000E-003	  7.95439E-001
  2.50000E-003	  7.88143E-001
  2.75000E-003	  7.82143E-001
  3.00000E-003	  7.73975E-001
  3.25000E-003	  7.64665E-001
  3.50000E-003	  7.58125E-001
  3.75000E-003	  7.52227E-001
  4.00000E-003	  7.44694E-001
  4.50000E-003	  7.29267E-001
  5.00000E-003	  7.16338E-001
  5.50000E-003	  7.01541E-001
  6.00000E-003	  6.90005E-001
  6.50000E-003	  6.77046E-001
  7.00000E-003	  6.63470E-001
  7.50000E-003	  6.51205E-001
  8.00000E-003	  6.39322E-001
  9.00000E-003	  6.16731E-001
  1.00000E-002	  5.95026E-001
  1.10000E-002	  5.74541E-001
  1.20000E-002	  5.54793E-001
  1.30000E-002	  5.35876E-001
  1.40000E-002	  5.18199E-001
  1.50000E-002	  5.00996E-001
  1.60000E-002	  4.84658E-001
  1.80000E-002	  4.53588E-001
  2.00000E-002	  4.26258E-001
  2.20000E-002	  4.01191E-001
  2.40000E-002	  3.78500E-001
  2.60000E-002	  3.57630E-001
  2.80000E-002	  3.38929E-001
  3.00000E-002	  3.21029E-001
  3.20000E-002	  3.05282E-001
  3.60000E-002	  2.76688E-001
  4.00000E-002	  2.52835E-001
  4.40000E-002	  2.32900E-001
  4.80000E-002	  2.15705E-001
  5.20000E-002	  2.00589E-001
  5.60000E-002	  1.87754E-001
  6.00000E-002	  1.76516E-001
  6.40000E-002	  1.67074E-001
  7.20000E-002	  1.51476E-001
  8.00000E-002	  1.39086E-001
  8.80000E-002	  1.29404E-001
  9.60000E-002	  1.22082E-001
  1.04000E-001	  1.15820E-001
  1.12000E-001	  1.10695E-001
  1.20000E-001	  1.06064E-001
  1.28000E-001	  1.02649E-001
  1.44000E-001	  9.70086E-002
  1.60000E-001	  9.31556E-002
  1.76000E-001	  8.95130E-002
  1.92000E-001	  8.66516E-002
  2.08000E-001	  8.38830E-002
  2.24000E-001	  8.11872E-002
  2.40000E-001	  7.87915E-002
  2.56000E-001	  7.68549E-002
  2.88000E-001	  7.32541E-002
  3.20000E-001	  6.97873E-002
  3.52000E-001	  6.69045E-002
  3.84000E-001	  6.37609E-002
  4.16000E-001	  6.11761E-002
  4.48000E-001	  5.93570E-002
  4.80000E-001	  5.70352E-002
  5.12000E-001	  5.47028E-002
  5.76000E-001	  5.10287E-002
  6.40000E-001	  4.76802E-002
  7.04000E-001	  4.50331E-002
  7.68000E-001	  4.25736E-002
  8.32000E-001	  4.00720E-002
  8.96000E-001	  3.81899E-002
  9.60000E-001	  3.67649E-002
  1.02400E+000	  3.45319E-002
  1.15200E+000	  3.20046E-002
  1.28000E+000	  3.00968E-002
  1.40800E+000	  2.78753E-002
  1.53600E+000	  2.63268E-002
  1.66400E+000	  2.42929E-002
  1.79200E+000	  2.33436E-002
  1.92000E+000	  2.14759E-002
  2.01600E+000	  2.11144E-002
  2.27200E+000	  1.92083E-002
  2.52800E+000	  1.73915E-002
  2.78400E+000	  1.61765E-002
  3.04000E+000	  1.54063E-002
