ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"04.12.2007"
Time :	"16:39:14"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      90.00100
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     216.93103
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  7.59433E-001
  2.50000E-004	  8.78570E-001
  3.75000E-004	  8.77005E-001
  5.00000E-004	  8.74579E-001
  6.25000E-004	  8.81382E-001
  7.50000E-004	  8.78088E-001
  8.75000E-004	  8.74734E-001
  1.00000E-003	  8.74942E-001
  1.12500E-003	  8.79116E-001
  1.25000E-003	  8.76516E-001
  1.37500E-003	  8.76059E-001
  1.50000E-003	  8.77168E-001
  1.62500E-003	  8.72985E-001
  1.75000E-003	  8.73251E-001
  1.87500E-003	  8.75636E-001
  2.00000E-003	  8.73888E-001
  2.25000E-003	  8.74682E-001
  2.50000E-003	  8.71529E-001
  2.75000E-003	  8.71434E-001
  3.00000E-003	  8.69884E-001
  3.25000E-003	  8.72818E-001
  3.50000E-003	  8.69738E-001
  3.75000E-003	  8.72732E-001
  4.00000E-003	  8.72103E-001
  4.50000E-003	  8.69979E-001
  5.00000E-003	  8.67394E-001
  5.50000E-003	  8.67191E-001
  6.00000E-003	  8.66141E-001
  6.50000E-003	  8.63841E-001
  7.00000E-003	  8.63981E-001
  7.50000E-003	  8.62846E-001
  8.00000E-003	  8.60706E-001
  9.00000E-003	  8.60042E-001
  1.00000E-002	  8.57804E-001
  1.10000E-002	  8.54800E-001
  1.20000E-002	  8.52834E-001
  1.30000E-002	  8.51152E-001
  1.40000E-002	  8.49527E-001
  1.50000E-002	  8.46143E-001
  1.60000E-002	  8.44014E-001
  1.80000E-002	  8.39872E-001
  2.00000E-002	  8.36231E-001
  2.20000E-002	  8.31911E-001
  2.40000E-002	  8.28095E-001
  2.60000E-002	  8.23536E-001
  2.80000E-002	  8.18891E-001
  3.00000E-002	  8.15026E-001
  3.20000E-002	  8.10709E-001
  3.60000E-002	  8.02489E-001
  4.00000E-002	  7.94657E-001
  4.40000E-002	  7.86360E-001
  4.80000E-002	  7.77923E-001
  5.20000E-002	  7.70102E-001
  5.60000E-002	  7.63067E-001
  6.00000E-002	  7.55030E-001
  6.40000E-002	  7.47402E-001
  7.20000E-002	  7.32342E-001
  8.00000E-002	  7.17555E-001
  8.80000E-002	  7.02866E-001
  9.60000E-002	  6.88740E-001
  1.04000E-001	  6.75026E-001
  1.12000E-001	  6.61619E-001
  1.20000E-001	  6.47553E-001
  1.28000E-001	  6.34607E-001
  1.44000E-001	  6.09025E-001
  1.60000E-001	  5.85077E-001
  1.76000E-001	  5.61674E-001
  1.92000E-001	  5.39234E-001
  2.08000E-001	  5.17924E-001
  2.24000E-001	  4.97696E-001
  2.40000E-001	  4.78238E-001
  2.56000E-001	  4.59365E-001
  2.88000E-001	  4.23651E-001
  3.20000E-001	  3.90907E-001
  3.52000E-001	  3.60815E-001
  3.84000E-001	  3.32917E-001
  4.16000E-001	  3.06928E-001
  4.48000E-001	  2.83119E-001
  4.80000E-001	  2.61307E-001
  5.12000E-001	  2.41812E-001
  5.76000E-001	  2.06277E-001
