ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"04.12.2007"
Time :	"17:00:10"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      25.00100
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     684.64850
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  6.91145E-001
  2.50000E-004	  8.11854E-001
  3.75000E-004	  8.11375E-001
  5.00000E-004	  8.11527E-001
  6.25000E-004	  8.13064E-001
  7.50000E-004	  8.13440E-001
  8.75000E-004	  8.13304E-001
  1.00000E-003	  8.13170E-001
  1.12500E-003	  8.13126E-001
  1.25000E-003	  8.14038E-001
  1.37500E-003	  8.13418E-001
  1.50000E-003	  8.14054E-001
  1.62500E-003	  8.12532E-001
  1.75000E-003	  8.12384E-001
  1.87500E-003	  8.12060E-001
  2.00000E-003	  8.12880E-001
  2.25000E-003	  8.12293E-001
  2.50000E-003	  8.11425E-001
  2.75000E-003	  8.12190E-001
  3.00000E-003	  8.12160E-001
  3.25000E-003	  8.12446E-001
  3.50000E-003	  8.12779E-001
  3.75000E-003	  8.12891E-001
  4.00000E-003	  8.12221E-001
  4.50000E-003	  8.12418E-001
  5.00000E-003	  8.12459E-001
  5.50000E-003	  8.11899E-001
  6.00000E-003	  8.11941E-001
  6.50000E-003	  8.11913E-001
  7.00000E-003	  8.11517E-001
  7.50000E-003	  8.11626E-001
  8.00000E-003	  8.11562E-001
  9.00000E-003	  8.11021E-001
  1.00000E-002	  8.11168E-001
  1.10000E-002	  8.11173E-001
  1.20000E-002	  8.11028E-001
  1.30000E-002	  8.10811E-001
  1.40000E-002	  8.10441E-001
  1.50000E-002	  8.10594E-001
  1.60000E-002	  8.10212E-001
