ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"04.12.2007"
Time :	"16:57:37"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	      30.00100
Duration [s]    :	        60
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     582.01447
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  6.89709E-001
  2.50000E-004	  8.09992E-001
  3.75000E-004	  8.09778E-001
  5.00000E-004	  8.09484E-001
  6.25000E-004	  8.11267E-001
  7.50000E-004	  8.09647E-001
  8.75000E-004	  8.10838E-001
  1.00000E-003	  8.10475E-001
  1.12500E-003	  8.11551E-001
  1.25000E-003	  8.08965E-001
  1.37500E-003	  8.10546E-001
  1.50000E-003	  8.12001E-001
  1.62500E-003	  8.09630E-001
  1.75000E-003	  8.09595E-001
  1.87500E-003	  8.11177E-001
  2.00000E-003	  8.10435E-001
  2.25000E-003	  8.09917E-001
  2.50000E-003	  8.08075E-001
  2.75000E-003	  8.09542E-001
  3.00000E-003	  8.08761E-001
  3.25000E-003	  8.09685E-001
  3.50000E-003	  8.10001E-001
  3.75000E-003	  8.09548E-001
  4.00000E-003	  8.10185E-001
  4.50000E-003	  8.09602E-001
  5.00000E-003	  8.08909E-001
  5.50000E-003	  8.09441E-001
  6.00000E-003	  8.08482E-001
  6.50000E-003	  8.09450E-001
  7.00000E-003	  8.09330E-001
  7.50000E-003	  8.09091E-001
  8.00000E-003	  8.08712E-001
  9.00000E-003	  8.08525E-001
  1.00000E-002	  8.08383E-001
  1.10000E-002	  8.07915E-001
  1.20000E-002	  8.07587E-001
  1.30000E-002	  8.07772E-001
  1.40000E-002	  8.07396E-001
  1.50000E-002	  8.06608E-001
  1.60000E-002	  8.06810E-001
  1.80000E-002	  8.06205E-001
  2.00000E-002	  8.05855E-001
