ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"21.05.2007"
Time :	"17:49:30"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     293.49370
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	     109.99800
Duration [s]    :	        90
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     336.15213
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  7.28444E-001
  2.50000E-004	  8.43168E-001
  3.75000E-004	  8.36317E-001
  5.00000E-004	  8.30909E-001
  6.25000E-004	  8.27043E-001
  7.50000E-004	  8.21455E-001
  8.75000E-004	  8.15350E-001
  1.00000E-003	  8.10667E-001
  1.12500E-003	  8.05025E-001
  1.25000E-003	  7.98661E-001
  1.37500E-003	  7.93856E-001
  1.50000E-003	  7.86671E-001
  1.62500E-003	  7.81162E-001
  1.75000E-003	  7.76828E-001
  1.87500E-003	  7.69475E-001
  2.00000E-003	  7.65397E-001
  2.25000E-003	  7.56773E-001
  2.50000E-003	  7.44969E-001
  2.75000E-003	  7.35229E-001
  3.00000E-003	  7.25696E-001
  3.25000E-003	  7.15797E-001
  3.50000E-003	  7.06531E-001
  3.75000E-003	  6.97902E-001
  4.00000E-003	  6.89295E-001
  4.50000E-003	  6.71857E-001
  5.00000E-003	  6.53523E-001
  5.50000E-003	  6.36133E-001
  6.00000E-003	  6.20936E-001
  6.50000E-003	  6.05305E-001
  7.00000E-003	  5.89784E-001
  7.50000E-003	  5.74718E-001
  8.00000E-003	  5.60999E-001
  9.00000E-003	  5.34090E-001
  1.00000E-002	  5.09699E-001
  1.10000E-002	  4.85252E-001
  1.20000E-002	  4.63302E-001
  1.30000E-002	  4.43460E-001
  1.40000E-002	  4.23497E-001
  1.50000E-002	  4.05655E-001
  1.60000E-002	  3.88211E-001
  1.80000E-002	  3.56412E-001
  2.00000E-002	  3.29524E-001
  2.20000E-002	  3.04818E-001
  2.40000E-002	  2.82560E-001
  2.60000E-002	  2.63682E-001
  2.80000E-002	  2.46109E-001
  3.00000E-002	  2.30855E-001
  3.20000E-002	  2.17572E-001
  3.60000E-002	  1.93919E-001
  4.00000E-002	  1.74907E-001
  4.40000E-002	  1.59846E-001
  4.80000E-002	  1.46599E-001
  5.20000E-002	  1.36371E-001
  5.60000E-002	  1.27537E-001
  6.00000E-002	  1.20236E-001
  6.40000E-002	  1.14293E-001
  7.20000E-002	  1.04102E-001
  8.00000E-002	  9.65022E-002
  8.80000E-002	  9.07387E-002
  9.60000E-002	  8.68213E-002
  1.04000E-001	  8.34371E-002
  1.12000E-001	  8.06402E-002
  1.20000E-001	  7.78560E-002
  1.28000E-001	  7.56247E-002
  1.44000E-001	  7.17982E-002
  1.60000E-001	  6.82409E-002
  1.76000E-001	  6.51044E-002
  1.92000E-001	  6.24680E-002
  2.08000E-001	  5.97711E-002
  2.24000E-001	  5.77307E-002
  2.40000E-001	  5.62110E-002
  2.56000E-001	  5.42695E-002
  2.88000E-001	  5.05964E-002
  3.20000E-001	  4.74367E-002
  3.52000E-001	  4.49887E-002
  3.84000E-001	  4.27903E-002
  4.16000E-001	  4.07829E-002
  4.48000E-001	  3.87905E-002
  4.80000E-001	  3.70855E-002
  5.12000E-001	  3.58072E-002
  5.76000E-001	  3.30627E-002
  6.40000E-001	  3.08600E-002
  7.04000E-001	  2.85109E-002
  7.68000E-001	  2.72074E-002
  8.32000E-001	  2.51840E-002
  8.96000E-001	  2.40209E-002
  9.60000E-001	  2.27817E-002
  1.02400E+000	  2.16991E-002
  1.15200E+000	  1.91345E-002
  1.28000E+000	  1.77119E-002
  1.40800E+000	  1.65765E-002
  1.53600E+000	  1.61424E-002
  1.66400E+000	  1.52613E-002
  1.79200E+000	  1.50134E-002
  1.92000E+000	  1.37526E-002
  2.01600E+000	  1.38591E-002
  2.27200E+000	  1.31612E-002
  2.52800E+000	  1.17975E-002
  2.78400E+000	  1.05637E-002
  3.04000E+000	  1.03408E-002
  3.29600E+000	  1.02363E-002
  3.55200E+000	  1.02774E-002
  3.80800E+000	  9.85380E-003
  4.06400E+000	  9.74258E-003
  4.57600E+000	  9.45993E-003
  5.08800E+000	  8.91816E-003
  5.60000E+000	  8.57933E-003
  6.11200E+000	  8.02289E-003
  6.62400E+000	  8.18121E-003
  7.13600E+000	  7.75712E-003
  7.64800E+000	  7.88520E-003
  8.16000E+000	  7.24850E-003
  9.18400E+000	  7.23994E-003
  1.02080E+001	  7.05260E-003
  1.12320E+001	  7.15799E-003
  1.22560E+001	  7.03710E-003
  1.32800E+001	  6.94262E-003
  1.43040E+001	  6.58951E-003
  1.53280E+001	  6.30206E-003
  1.63520E+001	  5.99390E-003
  1.84000E+001	  5.92326E-003
  2.04480E+001	  5.74869E-003
  2.24960E+001	  5.32415E-003
  2.45440E+001	  5.46826E-003
  2.65920E+001	  5.07035E-003
  2.86400E+001	  5.11765E-003
  3.06880E+001	  5.01389E-003
  3.27360E+001	  5.02352E-003
  3.68320E+001	  4.38602E-003
  4.09280E+001	  4.40844E-003
  4.50240E+001	  3.98538E-003
  4.91200E+001	  3.98998E-003
  5.32160E+001	  3.98936E-003
  5.73120E+001	  4.02629E-003
  6.14080E+001	  4.44084E-003
  6.55040E+001	  4.07083E-003
  7.36960E+001	  3.84418E-003
  8.18880E+001	  3.67121E-003
  9.00800E+001	  3.46876E-003
  9.82720E+001	  3.04289E-003
  1.06464E+002	  2.93582E-003
  1.14656E+002	  2.88095E-003
  1.22848E+002	  2.61163E-003
  1.31040E+002	  2.59119E-003
  1.47424E+002	  2.48027E-003
  1.63808E+002	  1.93914E-003
  1.80192E+002	  1.71503E-003
  1.96576E+002	  1.90256E-003
  2.12960E+002	  1.85755E-003
  2.29344E+002	  1.59131E-003
  2.45728E+002	  1.46610E-003
  2.62112E+002	  1.30173E-003
  2.94880E+002	  1.18256E-003
  3.27648E+002	  1.21502E-003
  3.60416E+002	  1.10401E-003
  3.93184E+002	  9.75838E-004
  4.25952E+002	  8.27916E-004
  4.58720E+002	  5.33822E-004
  4.91488E+002	  5.59700E-004
  5.24256E+002	  4.62200E-004
  5.89792E+002	  4.45437E-004
  6.55328E+002	  3.72053E-004
  7.20864E+002	  4.98352E-004
  7.86400E+002	  3.38859E-004
  8.51936E+002	  2.48518E-004
  9.17472E+002	 -1.89258E-005
  9.83008E+002	 -2.31575E-004
  1.04854E+003	 -1.53908E-004
  1.17962E+003	 -3.30895E-004
  1.31069E+003	 -2.55726E-004
  1.44176E+003	 -3.63968E-004
  1.57283E+003	 -3.62224E-004
  1.70390E+003	 -2.34498E-004
  1.83498E+003	  9.84172E-005
  1.96605E+003	  3.65535E-004
  2.09712E+003	  5.87607E-004
  2.35926E+003	  7.00031E-004
  2.62141E+003	  6.11823E-004
  2.88355E+003	  2.65581E-004
  3.14570E+003	 -5.84755E-005
  3.40784E+003	 -1.11576E-004
  3.66998E+003	 -5.61478E-004
  3.93213E+003	 -7.18037E-004
  4.19427E+003	 -6.92855E-004
  4.71856E+003	 -3.67433E-004
  5.24285E+003	  2.04500E-005
  5.76714E+003	 -3.45263E-004
  6.29142E+003	 -3.96545E-004
  6.81571E+003	 -4.36780E-004
  7.34000E+003	  2.57156E-004
  7.86429E+003	  3.83515E-004
  8.38858E+003	  1.15263E-004
  9.43715E+003	  4.17174E-004
  1.04857E+004	  5.65301E-004
  1.15343E+004	  2.69651E-005
  1.25829E+004	  2.83210E-005
  1.36315E+004	 -3.37329E-004
  1.46800E+004	 -1.25567E-004
  1.57286E+004	 -3.16739E-004
  1.67772E+004	 -8.72407E-004
  1.88743E+004	  4.61789E-005
  2.09715E+004	  7.04508E-004
  2.30686E+004	  7.46582E-004
  2.51658E+004	 -1.42001E-004
  2.72629E+004	 -7.83169E-004
  2.93601E+004	 -2.57049E-004
  3.14572E+004	  5.03136E-004

"Count Rate"
       0.35156	     313.40472
       0.70313	     349.21533
       1.05469	     311.24249
       1.40625	     329.96005
       1.75781	     320.99814
       2.10938	     313.44171
       2.46094	     336.63736
       2.81250	     330.73676
       3.16406	     307.07449
       3.51563	     340.07990
       3.86719	     333.15787
       4.21875	     346.16827
       4.57031	     333.11804
       4.92188	     335.25467
       5.27344	     321.10056
       5.62500	     318.11041
       5.97656	     325.22873
       6.32813	     314.91827
       6.67969	     308.59659
       7.03125	     324.78207
       7.38281	     326.66550
       7.73438	     340.51801
       8.08594	     331.54474
       8.43750	     344.13693
       8.78906	     304.38876
       9.14063	     304.17822
       9.49219	     352.21970
       9.84375	     361.06778
      10.19531	     373.55185
      10.54688	     344.48117
      10.89844	     312.28662
      11.25000	     342.06003
      11.60156	     308.67911
      11.95313	     315.21985
      12.30469	     306.87534
      12.65625	     341.38861
      13.00781	     315.62384
      13.35938	     311.23962
      13.71094	     312.65646
      14.06250	     310.42310
      14.41406	     304.39731
      14.76563	     336.65445
      15.11719	     349.53113
      15.46875	     391.53824
      15.82031	     364.18881
      16.17188	     311.59811
      16.52344	     301.18524
      16.87500	     302.07004
      17.22656	     314.42041
      17.57813	     354.97940
      17.92969	     409.93433
      18.28125	     367.58865
      18.63281	     325.73514
      18.98438	     344.75714
      19.33594	     345.88092
      19.68750	     324.01389
      20.03906	     358.44180
      20.39063	     348.88531
      20.74219	     351.36902
      21.09375	     315.99939
      21.44531	     329.83487
      21.79688	     312.64795
      22.14844	     320.48035
      22.50000	     311.39612
      22.85156	     318.92410
      23.20313	     323.74362
      23.55469	     320.81607
      23.90625	     323.74362
      24.25781	     307.64633
      24.60938	     329.25732
      24.96094	     318.20432
      25.31250	     341.01874
      25.66406	     376.39975
      26.01563	     342.07425
      26.36719	     348.11145
      26.71875	     344.87378
      27.07031	     325.04095
      27.42188	     338.72278
      27.77344	     366.14337
      28.12500	     355.18707
      28.47656	     349.96643
      28.82813	     352.25668
      29.17969	     310.49139
      29.53125	     312.77881
