ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"21.05.2007"
Time :	"17:51:32"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     293.49197
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	     119.99800
Duration [s]    :	        90
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     340.09189
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  7.35610E-001
  2.50000E-004	  8.49400E-001
  3.75000E-004	  8.46282E-001
  5.00000E-004	  8.37397E-001
  6.25000E-004	  8.31655E-001
  7.50000E-004	  8.24009E-001
  8.75000E-004	  8.18518E-001
  1.00000E-003	  8.11341E-001
  1.12500E-003	  8.05621E-001
  1.25000E-003	  7.98691E-001
  1.37500E-003	  7.92420E-001
  1.50000E-003	  7.84394E-001
  1.62500E-003	  7.78895E-001
  1.75000E-003	  7.72759E-001
  1.87500E-003	  7.67752E-001
  2.00000E-003	  7.59063E-001
  2.25000E-003	  7.45968E-001
  2.50000E-003	  7.34980E-001
  2.75000E-003	  7.25072E-001
  3.00000E-003	  7.11271E-001
  3.25000E-003	  7.01741E-001
  3.50000E-003	  6.90553E-001
  3.75000E-003	  6.80331E-001
  4.00000E-003	  6.69855E-001
  4.50000E-003	  6.48820E-001
  5.00000E-003	  6.29458E-001
  5.50000E-003	  6.09778E-001
  6.00000E-003	  5.93025E-001
  6.50000E-003	  5.74844E-001
  7.00000E-003	  5.57949E-001
  7.50000E-003	  5.42226E-001
  8.00000E-003	  5.26464E-001
  9.00000E-003	  4.96795E-001
  1.00000E-002	  4.69185E-001
  1.10000E-002	  4.43581E-001
  1.20000E-002	  4.20092E-001
  1.30000E-002	  3.98031E-001
  1.40000E-002	  3.77830E-001
  1.50000E-002	  3.58547E-001
  1.60000E-002	  3.41380E-001
  1.80000E-002	  3.09160E-001
  2.00000E-002	  2.81388E-001
  2.20000E-002	  2.57251E-001
  2.40000E-002	  2.35963E-001
  2.60000E-002	  2.17813E-001
  2.80000E-002	  2.01838E-001
  3.00000E-002	  1.86914E-001
  3.20000E-002	  1.74723E-001
  3.60000E-002	  1.53402E-001
  4.00000E-002	  1.36691E-001
  4.40000E-002	  1.23240E-001
  4.80000E-002	  1.12461E-001
  5.20000E-002	  1.03847E-001
  5.60000E-002	  9.64095E-002
  6.00000E-002	  9.03273E-002
  6.40000E-002	  8.58524E-002
  7.20000E-002	  7.80635E-002
  8.00000E-002	  7.19799E-002
  8.80000E-002	  6.75995E-002
  9.60000E-002	  6.43029E-002
  1.04000E-001	  6.12948E-002
  1.12000E-001	  5.93468E-002
  1.20000E-001	  5.70470E-002
  1.28000E-001	  5.48596E-002
  1.44000E-001	  5.13359E-002
  1.60000E-001	  4.84974E-002
  1.76000E-001	  4.62551E-002
  1.92000E-001	  4.45226E-002
  2.08000E-001	  4.28401E-002
  2.24000E-001	  4.08997E-002
  2.40000E-001	  3.91356E-002
  2.56000E-001	  3.70863E-002
  2.88000E-001	  3.42702E-002
  3.20000E-001	  3.13038E-002
  3.52000E-001	  2.91133E-002
  3.84000E-001	  2.71597E-002
  4.16000E-001	  2.59962E-002
  4.48000E-001	  2.40713E-002
  4.80000E-001	  2.20230E-002
