ALV-5000/E-WIN Data
ALV-5000/EPP-WIN Data
Date :	"21.05.2007"
Time :	"17:53:32"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     293.49739
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	     632.80000
Angle [°]       :	     129.99800
Duration [s]    :	        90
Runs            :	         1
Mode            :	"SINGLE AUTO CH0"
MeanCR0 [kHz]   :	     378.61603
MeanCR1 [kHz]   :	       0.00000

"Correlation"
  1.25000E-004	  7.22891E-001
  2.50000E-004	  8.38018E-001
  3.75000E-004	  8.29568E-001
  5.00000E-004	  8.22170E-001
  6.25000E-004	  8.13886E-001
  7.50000E-004	  8.08377E-001
  8.75000E-004	  7.99632E-001
  1.00000E-003	  7.92242E-001
  1.12500E-003	  7.85457E-001
  1.25000E-003	  7.80530E-001
  1.37500E-003	  7.71650E-001
  1.50000E-003	  7.64639E-001
  1.62500E-003	  7.57017E-001
  1.75000E-003	  7.52266E-001
  1.87500E-003	  7.42425E-001
  2.00000E-003	  7.37087E-001
  2.25000E-003	  7.23077E-001
  2.50000E-003	  7.10541E-001
  2.75000E-003	  6.96831E-001
  3.00000E-003	  6.84667E-001
  3.25000E-003	  6.74468E-001
  3.50000E-003	  6.62466E-001
  3.75000E-003	  6.50188E-001
  4.00000E-003	  6.38893E-001
  4.50000E-003	  6.17262E-001
  5.00000E-003	  5.95487E-001
  5.50000E-003	  5.76124E-001
  6.00000E-003	  5.56726E-001
  6.50000E-003	  5.38082E-001
  7.00000E-003	  5.21051E-001
  7.50000E-003	  5.03746E-001
  8.00000E-003	  4.87167E-001
  9.00000E-003	  4.57215E-001
  1.00000E-002	  4.28813E-001
  1.10000E-002	  4.02514E-001
  1.20000E-002	  3.79129E-001
  1.30000E-002	  3.57123E-001
  1.40000E-002	  3.37188E-001
  1.50000E-002	  3.18422E-001
  1.60000E-002	  3.01664E-001
  1.80000E-002	  2.69935E-001
  2.00000E-002	  2.43848E-001
  2.20000E-002	  2.21142E-001
  2.40000E-002	  2.01233E-001
  2.60000E-002	  1.83890E-001
  2.80000E-002	  1.68878E-001
  3.00000E-002	  1.56226E-001
  3.20000E-002	  1.45379E-001
  3.60000E-002	  1.26341E-001
  4.00000E-002	  1.11444E-001
  4.40000E-002	  9.98661E-002
  4.80000E-002	  9.09400E-002
  5.20000E-002	  8.30373E-002
  5.60000E-002	  7.72426E-002
  6.00000E-002	  7.20317E-002
  6.40000E-002	  6.81189E-002
  7.20000E-002	  6.17272E-002
  8.00000E-002	  5.65032E-002
  8.80000E-002	  5.26463E-002
  9.60000E-002	  4.96910E-002
  1.04000E-001	  4.74369E-002
  1.12000E-001	  4.52626E-002
  1.20000E-001	  4.32866E-002
  1.28000E-001	  4.20028E-002
  1.44000E-001	  3.93418E-002
  1.60000E-001	  3.66454E-002
  1.76000E-001	  3.49671E-002
  1.92000E-001	  3.31770E-002
  2.08000E-001	  3.12937E-002
  2.24000E-001	  2.97114E-002
  2.40000E-001	  2.83312E-002
  2.56000E-001	  2.69130E-002
  2.88000E-001	  2.46821E-002
  3.20000E-001	  2.26822E-002
  3.52000E-001	  2.09029E-002
  3.84000E-001	  1.93306E-002
  4.16000E-001	  1.75650E-002
  4.48000E-001	  1.59934E-002
  4.80000E-001	  1.45389E-002
  5.12000E-001	  1.39803E-002
  5.76000E-001	  1.21617E-002
  6.40000E-001	  1.06349E-002
  7.04000E-001	  9.47139E-003
  7.68000E-001	  8.86497E-003
  8.32000E-001	  7.63729E-003
  8.96000E-001	  7.26411E-003
  9.60000E-001	  6.93243E-003
  1.02400E+000	  6.42876E-003
  1.15200E+000	  5.14272E-003
  1.28000E+000	  4.44616E-003
  1.40800E+000	  4.16366E-003
  1.53600E+000	  4.40230E-003
  1.66400E+000	  3.66864E-003
  1.79200E+000	  3.11793E-003
  1.92000E+000	  3.41019E-003
  2.01600E+000	  3.43444E-003
  2.27200E+000	  3.05087E-003
  2.52800E+000	  2.90020E-003
  2.78400E+000	  2.26636E-003
  3.04000E+000	  2.49877E-003
  3.29600E+000	  2.79340E-003
  3.55200E+000	  2.38549E-003
  3.80800E+000	  2.24942E-003
  4.06400E+000	  1.95543E-003
  4.57600E+000	  1.60981E-003
  5.08800E+000	  1.41218E-003
  5.60000E+000	  1.47960E-003
  6.11200E+000	  1.65159E-003
  6.62400E+000	  1.23860E-003
  7.13600E+000	  1.06566E-003
  7.64800E+000	  9.96285E-004
  8.16000E+000	  1.08115E-003
  9.18400E+000	  1.29371E-003
  1.02080E+001	  1.21735E-003
  1.12320E+001	  5.53081E-004
  1.22560E+001	  8.81241E-004
  1.32800E+001	  9.78811E-004
  1.43040E+001	  8.03572E-004
  1.53280E+001	  8.53876E-004
  1.63520E+001	  8.97138E-004
  1.84000E+001	  7.40599E-004
  2.04480E+001	  6.18172E-004
  2.24960E+001	  5.69397E-004
  2.45440E+001	  3.61942E-004
  2.65920E+001	  4.86628E-004
  2.86400E+001	  7.50213E-004
  3.06880E+001	  5.86562E-004
  3.27360E+001	  5.01393E-004
  3.68320E+001	  4.95932E-004
  4.09280E+001	  4.03933E-004
  4.50240E+001	  4.19398E-004
  4.91200E+001	  1.85720E-004
  5.32160E+001	  1.53460E-004
  5.73120E+001	  4.71425E-004
  6.14080E+001	  4.40876E-004
  6.55040E+001	  3.04574E-004
  7.36960E+001	  3.66917E-004
  8.18880E+001	  1.89821E-004
  9.00800E+001	 -3.40530E-005
  9.82720E+001	  9.13468E-005
  1.06464E+002	  1.60553E-004
  1.14656E+002	  7.39074E-005
  1.22848E+002	  5.75525E-005
  1.31040E+002	  6.10490E-005
  1.47424E+002	  1.01066E-004
  1.63808E+002	  5.97968E-005
  1.80192E+002	  1.13333E-004
  1.96576E+002	  1.08189E-004
  2.12960E+002	  7.17238E-005
  2.29344E+002	  1.18512E-004
  2.45728E+002	  1.59397E-004
  2.62112E+002	  3.99447E-005
  2.94880E+002	 -3.80719E-005
  3.27648E+002	  1.46559E-004
  3.60416E+002	 -4.99288E-006
  3.93184E+002	  4.95341E-005
  4.25952E+002	  2.69351E-005
  4.58720E+002	  1.24995E-004
  4.91488E+002	  1.37284E-004
  5.24256E+002	  5.46856E-005
  5.89792E+002	  8.71676E-006
  6.55328E+002	  2.01006E-006
  7.20864E+002	  5.93509E-005
  7.86400E+002	  7.84273E-005
  8.51936E+002	  6.93895E-005
