4.2475073800785674e+00 2.1059191863482170e+00
4.2781061757025558e+00 2.1448150777135950e+00
4.1965324076268553e+00 2.1297039078564337e+00
4.3024967382547334e+00 2.0852707074673820e+00
4.2250787742062519e+00 2.1734921257643491e+00
4.2061181018319997e+00 2.0709635523545069e+00
4.3342601608346856e+00 2.1284213743081621e+00
4.1551958431708780e+00 2.1622492288669921e+00
4.2639341645304869e+00 2.0498868106380295e+00
4.2855031931137315e+00 2.1934106603367507e+00
4.1541345499568614e+00 2.0940240435830839e+00
4.3532067635022438e+00 2.0708024723224527e+00
4.2013092417065083e+00 2.2134837959090525e+00
4.2134401571779065e+00 2.0242878907897457e+00
4.3470817804043502e+00 2.1735231039355121e+00
4.1118276357793224e+00 2.1277810259483418e+00
4.3093241595257190e+00 2.0240465704950599e+00
4.2647064975524609e+00 2.2367176669527256e+00
4.1459416064552510e+00 2.0472546357105998e+00
4.3907565976364618e+00 2.1119349137281449e+00
4.1388260803748143e+00 2.2081555305924256e+00
4.2640645829398629e+00 1.9922982935868303e+00
4.3397832786223027e+00 2.2235508760699072e+00
4.0901620309693953e+00 2.0799517980054927e+00
4.3603130466428421e+00 2.0209827302849828e+00
4.2059135675024830e+00 2.2617491208376039e+00
4.1648539433199092e+00 2.0033275181661199e+00
4.4051203204845688e+00 2.1604123575703826e+00
4.0865433167172949e+00 2.1726150523684096e+00
4.3106781876025853e+00 1.9679680367153689e+00
4.3036870934989011e+00 2.2716721907131205e+00
4.0951348799311038e+00 2.0288787067849161e+00
4.4112947050196851e+00 2.0637686440622294e+00
4.1368292800024795e+00 2.2553745683748438e+00
4.2202183297721572e+00 1.9707850241650449e+00
4.3984510857023960e+00 2.2160570424610682e+00
4.0498196705607095e+00 2.1146692723984200e+00
4.3633459720384744e+00 1.9726682499059589e+00
4.2397649273950613e+00 2.2997819907020220e+00
4.1155349380756787e+00 1.9797995268505033e+00
4.4488552221440232e+00 2.1205597018243103e+00
4.0739438424032626e+00 2.2219740445069407e+00
4.2806644169108958e+00 1.9314195967402670e+00
4.3670584450696124e+00 2.2727003962628465e+00
4.0417615065155807e+00 2.0506485617849548e+00
4.4170347923781144e+00 2.0161216918083142e+00
4.1523511780728937e+00 2.3000356244687872e+00
4.1684534210112130e+00 1.9529482730185748e+00
4.4520265617831463e+00 2.1876684241464117e+00
4.0324037359713101e+00 2.1617527885050354e+00
4.3498811904048527e+00 1.9243793457174183e+00
4.2989782043733031e+00 2.3223106980054555e+00
4.0618842063856953e+00 1.9882905154961907e+00
4.4648319063473823e+00 2.0730827135640197e+00
4.0712788986156143e+00 2.2705307384129712e+00
4.2319141619023020e+00 1.9244684090234281e+00
4.4296498754352651e+00 2.2580533260968854e+00
4.0034711740848454e+00 2.0891872611556535e+00
4.4178613022194320e+00 1.9682273607670620e+00
4.1975034839940211e+00 2.3368675603180922e+00
4.1148228404237752e+00 1.9307800706369347e+00
4.4927292485679544e+00 2.1475752408990862e+00
4.0164757006997513e+00 2.2150459860387768e+00
4.3126211432916719e+00 1.8915560033250505e+00
4.3704858402956361e+00 2.3196111322366786e+00
4.0115235642694493e+00 2.0154754446434318e+00
4.4711061808291097e+00 2.0208551048438119e+00
4.0870506324683076e+00 2.3165039929855022e+00
4.1780856998196274e+00 1.9081372786778825e+00
4.4818397450114684e+00 2.2285632011977197e+00
3.9808622574135679e+00 2.1393125868013563e+00
4.4034034346477693e+00 1.9214034618984943e+00
4.2622732982416069e+00 2.3633567008608725e+00
4.0625060114385798e+00 1.9372893173513297e+00
4.5152514711104885e+00 2.0959076998102306e+00
4.0078828250504461e+00 2.2687277218544732e+00
4.2577079709624659e+00 1.8771357733564500e+00
4.4403189604406021e+00 2.3060707973296091e+00
3.9665948583751964e+00 2.0574559330665090e+00
4.4724541514431628e+00 1.9706009306357073e+00
4.1347571460141106e+00 2.3567593701369125e+00
4.1273765439201302e+00 1.8861026295149401e+00
4.5255511424174300e+00 2.1854434068740640e+00
3.9689868809027384e+00 2.1914106821498107e+00
4.3671232377009570e+00 1.8745685090108430e+00
4.3454040059722319e+00 2.3652032467346404e+00
4.0113453029043455e+00 1.9640519849535982e+00
4.5189689985993908e+00 2.0420671539409510e+00
4.0176782346182147e+00 2.3198463614865008e+00
4.2074709797788401e+00 1.8697743846325601e+00
4.5009035618897126e+00 2.2771427458945426e+00
3.9387898039622367e+00 2.1121839839290946e+00
4.4582169488713745e+00 1.9214589486156173e+00
4.2097940013774497e+00 2.3917729419939189e+00
4.0683068746697879e+00 1.8879856401371515e+00
4.5551796072682951e+00 2.1283860749704200e+00
3.9551309850931933e+00 2.2491775151701483e+00
4.3013001108587670e+00 1.8440915743078365e+00
4.4302890727539284e+00 2.3533696181329069e+00
3.9560767978592892e+00 2.0095887420886762e+00
4.5224428521123397e+00 1.9852821944040100e+00
4.0627583676100132e+00 2.3660906524399010e+00
4.1566259902239260e+00 1.8489456570504850e+00
4.5475436414146042e+00 2.2316440456813180e+00
3.9183746168515339e+00 2.1685794303832688e+00
4.4208601810883286e+00 1.8745036967846291e+00
4.3075914051544517e+00 2.4057910606491664e+00
4.0136446223469768e+00 1.9120377720724064e+00
4.5680791730703625e+00 2.0697492751042046e+00
3.9537700051334643e+00 2.3102634160911224e+00
4.2462100737389843e+00 1.8268477310959690e+00
4.5084871311712114e+00 2.3260175568681425e+00
3.9121649208598761e+00 2.0685776651240753e+00
4.5107103711929195e+00 1.9267297313102327e+00
4.1406115735704923e+00 2.4045400118131628e+00
4.0882956842975915e+00 1.8457758003987075e+00
